billNum,lcoNum,sessYear,sessNum,typeCode,billTitle,stmtPurp,emergencyCert,raised,proposed,subBill,nomination,numPages,houseCalNum,senateCalNum,filedDate,readIntoFloor,petitionNum,pasaNum,pasaType,senateAmd,houseAmd
HB05182,1423,2020,157,RB    ,AN ACT REQUIRING A STUDY REGARDING ALLOWING FIRST RESPONDERS TO CARRY AND ADMINISTER EPINEPHRINE CARTRIDGE INJECTORS.,To require a study regarding the feasibility of allowing all first responders to carry and administer epinephrine cartridge injectors.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05183,1187,2020,157,RB    ,AN ACT CONCERNING THE FEE FOR A CREMATION PERMIT.,To prohibit the charging of a fee for a cremation permit for the cremation of a deceased person who was under the age of eighteen.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05184,1329,2020,157,RB    ,AN ACT CONCERNING WATER QUALITY NOTIFICATION.,To require the owner of a property supplied by a public well or a well for semipublic use to notify each tenant and lessee of such property of the results of certain water quality tests.,FALSE,TRUE,FALSE,FALSE,FALSE,6,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05185,1427,2020,157,RB    ,AN ACT CONCERNING TITLE PROTECTION FOR NURSES.,To require title protection for nurses.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05186,1355,2020,157,RB    ,AN ACT CONCERNING SAFE DRINKING WATER.,To require (1) water companies to provide drinking water to consumers in the event of a water main break or loss of system pressure; (2) small community water systems to prepare capacity implementation plans; and (3) bottlers to test approved water sources for unregulated contaminants and report such results to the department.,FALSE,TRUE,FALSE,FALSE,FALSE,7,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05187,670,2020,157,PB    ,AN ACT CONCERNING ADDITIONAL GRANTS-IN-AID FOR THE ASSISTANCE OF HOMELESS PERSONS.,To expand the current program to provide services for persons living in motor vehicles or finding temporary housing with friends or family.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05188,308,2020,157,PB    ,AN ACT CONCERNING AN EXEMPTION FROM THE FEE FOR ISSUANCE OF A CREMATION CERTIFICATE FOR THE CREMATION OF THE BODY OF A MINOR.,To exempt the cremation of the body of a minor from the fee for the issuance of the cremation certificate.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05189,1582,2020,157,RB    ,AN ACT CONCERNING ONLINE LOTTERY GAMES IN THE STATE.,"To (1) authorize the Connecticut Lottery Corporation to offer online lottery draw games, digital keno and interactive instant win games, (2) exempt certain records concerning the corporation's voluntary self-exclusion process from disclosure under the Freedom of Information Act, and (3) increase the corporation's contribution to the chronic gamblers treatment rehabilitation account.",FALSE,TRUE,FALSE,FALSE,FALSE,7,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05190,1555,2020,157,RB    ,AN ACT ESTABLISHING A COMMISSION ON GAMING.,To establish a Commission on Gaming and transfer oversight of gambling in this state from the Department of Consumer Protection to the commission.,FALSE,TRUE,FALSE,FALSE,FALSE,106,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05191,1177,2020,157,RB    ,"AN ACT CONCERNING THE DISCLOSURE OF INFORMATION BY THE CONNECTICUT AIRPORT AUTHORITY UNDER THE FREEDOM OF INFORMATION ACT, SECURITY SERVICES AT BRADLEY INTERNATIONAL AIRPORT AND A STUDY OF STRUCTURES TO BE ERECTED PROXIMATE TO GENERAL AVIATION AIRPORTS.","To: (1) Allow the executive director of the Connecticut Airport Authority to determine whether there are reasonable grounds to believe the disclosure of records concerning the security infrastructure at Connecticut Airport Authority airports may result in a safety risk, (2) require the Connecticut Airport Authority and the Department of Emergency Services and Public Protection to enter into a contract for security services at Bradley International Airport, and (3) repeal a requirement for the Connecticut Airport Authority to study certain safety hazards.",FALSE,TRUE,FALSE,FALSE,FALSE,5,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05192,1154,2020,157,RB    ,AN ACT CONCERNING RECOMMENDATIONS BY THE DEPARTMENT OF MOTOR VEHICLES.,To implement the recommendations of the Department of Motor Vehicles.,FALSE,TRUE,FALSE,FALSE,FALSE,32,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05193,1230,2020,157,RB    ,AN ACT CONCERNING THE NONCONSENSUAL TOWING OR TRANSPORTING OF MOTOR VEHICLES.,To permit a wrecker to assess a surcharge of ten dollars for the nonconsensual towing or transporting of a motor vehicle.,FALSE,TRUE,FALSE,FALSE,FALSE,4,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05194,1197,2020,157,RB    ,AN ACT CONCERNING ROADWAYS.,To require the Department of Transportation to study issues relating to roadways in the state.,FALSE,TRUE,FALSE,FALSE,FALSE,1,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05195,1609,2020,157,RB    ,AN ACT CONCERNING THE TRANSPORTATION OF PASSENGERS BY CERTAIN SIXTEEN AND SEVENTEEN-YEAR-OLD DRIVERS.,To allow certain sixteen and seventeen-year-old drivers to transport certain passengers.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05196,1278,2020,157,RB    ,AN ACT REVISING A TRANSPORTATION STATUTE.,To make a technical change to a transportation statute.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05197,1469,2020,157,RB    ,"AN ACT CONCERNING SLOWING DOWN FOR GARBAGE TRUCKS, RECYCLING TRUCKS AND OIL AND TANK VEHICLES.","To require motor vehicle operators to slow down when passing a garbage truck, recycling truck or tank vehicle.",FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05198,1473,2020,157,RB    ,AN ACT CONCERNING MAINTENANCE WORK ZONE SAFETY ENFORCEMENT.,To allow the use of automated traffic enforcement safety devices within maintenance work zones.,FALSE,TRUE,FALSE,FALSE,FALSE,7,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05199,1540,2020,157,RB    ,AN ACT CONCERNING PROBATION PERIODS FOLLOWING CONVICTION FOR CERTAIN SEXUAL MISCONDUCT CRIMES AGAINST MINORS.,To authorize extended periods of probation following conviction for certain crimes against minors.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05200,626,2020,157,RB    ,AN ACT CONCERNING NURSING HOME SERVICES.,To study the sufficiency of nursing home services in the state.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05201,1436,2020,157,RB    ,AN ACT CONCERNING THE PREVENTION OF HEATSTROKE-RELATED DEATHS IN MOTOR VEHICLES.,"To require (1) the Office of Early Childhood to develop a document that provides tips on preventing heatstroke-related deaths in motor vehicles, and (2) operators of child care centers, group child care homes and family child care homes to post copies of such document on the premises of such centers and homes and distribute such document to parents and guardians.",FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05202,1592,2020,157,RB    ,AN ACT CONCERNING THE INCLUSION OF SHADED AREAS AT NEW MUNICIPAL PLAYGROUNDS.,To require a shaded area at each new municipal playground.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-18 00:00:00,2020-02-19 00:00:00,,0, ,,
HB05203,1558,2020,157,RB    ,AN ACT CONCERNING PROPERTY TAX DEFERRAL FOR ELDERLY PERSONS.,To help alleviate financial burdens on elderly homeowners by permitting municipalities to defer property taxes for those who qualify for such tax deferrals.,FALSE,TRUE,FALSE,TRUE,FALSE,4,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05204,1251,2020,157,RB    ,AN ACT CONCERNING TRANSPORTATION FOR NONAMBULATORY NURSING HOME RESIDENTS.,To increase the opportunity for nonambulatory residents of nursing homes to visit the homes of family members.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05205,1400,2020,157,RB    ,AN ACT CONCERNING A STUDY OF MEDICAID-FUNDED PROGRAMS.,To study the efficacy of Medicaid-funded programs in serving senior citizens and others.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05206,1322,2020,157,RB    ,AN ACT CONCERNING THE RENTERS' REBATE PROGRAM FOR SENIOR CITIZENS AND PERSONS WITH DISABILITIES.,To remove impediments to timely financial relief for senior citizens and persons with disabilities.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05207,1248,2020,157,RB    ,"AN ACT EXEMPTING SENIOR CITIZENS FROM THE ""PASSPORT TO THE PARKS FEE"".","To exempt senior citizens age sixty-five and older from the ""Passport to the Parks Fee"".",FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05208,1560,2020,157,RB    ,AN ACT DETERRING ABUSE IN NURSING HOMES.,"To allow nursing home residents or their representatives to install electronic monitoring devices in their rooms, provided any roommates agree in writing to the use of such devices and liability for any breach of privacy related to the resident's use of such device is waived for nursing homes.",FALSE,TRUE,FALSE,FALSE,FALSE,5,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05209,1334,2020,157,RB    ,AN ACT CONCERNING THE ADOPTION OF THE UNIFORM REAL PROPERTY TRANSFER ON DEATH ACT.,"To allow senior citizens and others to transfer real property at death to avert costly, time-consuming probate proceedings.",FALSE,TRUE,FALSE,FALSE,FALSE,15,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05210,1420,2020,157,RB    ,AN ACT CONCERNING NONCOMPETE AGREEMENTS IN THE BLOCKCHAIN TECHNOLOGY INDUSTRY.,To prohibit the use of noncompete agreements in the blockchain technology industry.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05211,1419,2020,157,RB    ,AN ACT IMPLEMENTING THE RECOMMENDATIONS OF THE WORKING GROUP ON A PUBLIC-PRIVATE PARTNERSHIP TO RECRUIT BUSINESSES TO CONNECTICUT.,To implement the recommendations of the working group on a public-private partnership to recruit businesses to the state.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05212,1432,2020,157,RB    ,AN ACT EXTENDING THE MANUFACTURING APPRENTICESHIP TAX CREDIT TO PASS-THROUGH ENTITIES.,To allow certain business entities to claim the manufacturing apprenticeship tax credit against the personal income tax.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05213,462,2020,157,RB    ,AN ACT CONCERNING THE CREATION OF A PILOT PROGRAM FOR AN EARLY CHILDHOOD BUSINESS INCUBATOR MODEL.,"To establish a pilot program that authorizes the Commissioner of Early Childhood to issue a license to a person or group of persons to operate a family child care home in a space that is not a private home and that has been provided by an association, organization, corporation, institution or agency.",FALSE,TRUE,FALSE,FALSE,FALSE,7,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05214,404,2020,157,RB    ,AN ACT CONCERNING THE PROVISION OF SPECIAL EDUCATION AT TECHNICAL EDUCATION AND CAREER SCHOOLS.,To repeal the provision permitting the referral of a special education student enrolled in a technical education and career school to the school district in which such student resides.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05215,1679,2020,157,RB    ,AN ACT CONCERNING THE INCLUSION OF CLIMATE CHANGE INSTRUCTION IN THE PUBLIC SCHOOL CURRICULUM.,To include climate change instruction in the public school curriculum of the state.,FALSE,TRUE,FALSE,FALSE,FALSE,6,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05216,1183,2020,157,RB    ,AN ACT ELIMINATING THE LICENSURE EXEMPTION FOR CERTAIN ORGANIZATIONS PROVIDING CHILD CARE SERVICES.,To remove the licensure exemption for certain organizations that provide child care services.,FALSE,TRUE,FALSE,FALSE,FALSE,5,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05217,1656,2020,157,RB    ,AN ACT ESTABLISHING A WORKING GROUP TO STUDY ISSUES RELATING TO SCHOOL START TIMES.,To require the Department of Education to establish a working group to study issues relating to school start times.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05218,1482,2020,157,RB    ,AN ACT IMPLEMENTING THE RECOMMENDATIONS OF THE OFFICE OF EARLY CHILDHOOD.,To implement the recommendations of the Office of Early Childhood.,FALSE,TRUE,FALSE,FALSE,FALSE,11,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05219,1479,2020,157,RB    ,AN ACT CONCERNING YOUTH CAMPS.,To require licensed youth camp employees who are eighteen years of age or older to submit to a comprehensive background check.,FALSE,TRUE,FALSE,FALSE,FALSE,4,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05220,1477,2020,157,RB    ,AN ACT EXPANDING ELIGIBILITY IN THE CARE4KIDS PROGRAM TO PARENTS PARTICIPATING IN AN EVEN START PROGRAM OR ENROLLED IN CERTAIN SECONDARY EDUCATION PROGRAMS.,To expand eligibility in the Care4Kids program to parents who are participating in a local Even Start program or enrolled in certain secondary education programs.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05221,1682,2020,157,RB    ,AN ACT CONCERNING PUBLIC EDUCATION IN CONNECTICUT.,To require the Department of Education to conduct a study of public education in Connecticut.,FALSE,TRUE,FALSE,FALSE,FALSE,1,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05222,1610,2020,157,RB    ,AN ACT EXPANDING ELIGIBILITY IN THE CARE4KIDS PROGRAM FOR HOMELESS FAMILIES.,To expand eligibility in the Care4Kids program to include homeless families.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05223,1652,2020,157,RB    ,AN ACT CONCERNING VOLTAGE STANDARDS.,"To require electric distribution companies to comply with the most current voltage variation standards of the American National Standards Institute when rendering service to commercial or residential properties, unless otherwise granted an exemption.",FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05224,1536,2020,157,RB    ,AN ACT REQUIRING THE STUDY OF THE USE OF TECHNOLOGY IN THE STATE.,To require the Commissioner of Energy and Environmental Protection to conduct a study to determine whether policy and procedural changes within the Department of Energy and Environmental Protection may increase the effectiveness of the use of technology in the state.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05225,1638,2020,157,RB    ,AN ACT CONCERNING CONSUMER PROTECTIONS FOR CUSTOMERS OF ELECTRIC SUPPLIERS.,"To (1) define ""telesales call"", ""record"" and ""recording"", (2) add requirements for electric suppliers regarding telesales calls and face-to-face marketing, to (3) permit the Public Utilities Regulatory Authority to order fines, restitution to customers or a combination of fines and restitution, and (4) prohibit the assignment or transfer of customers without prior approval of the authority.",FALSE,TRUE,FALSE,FALSE,FALSE,6,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05226,1647,2020,157,RB    ,AN ACT CONCERNING ELECTRIC VEHICLE CHARGING STATIONS.,"To (1) make void and unenforceable any covenant, restriction or condition in any deed, contract, security instrument or other instrument affecting the transfer or sale of property which prohibits or unreasonably restricts the installation or use of an electric vehicle charging station, (2) establish conditions to which a unit owner must agree in order to obtain approval for installation of an electric vehicle charging station, and (3) permit tenants to request installation of electric vehicle charging stations, subject to compliance with a landlord's requirements.",FALSE,TRUE,FALSE,FALSE,FALSE,8,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05227,1646,2020,157,RB    ,AN ACT CONCERNING DISTRIBUTED ENERGY RESOURCES SYSTEM IMPROVEMENTS.,"To authorize the Department of Energy and Environmental Protection and the Public Utilities Regulatory Authority to perform joint or concurrent evaluations of grid-side system enhancement proposals, and to provide the department authority to procure renewable natural gas from anaerobic digestion facilities for injection into the natural gas distribution system.",FALSE,TRUE,FALSE,FALSE,FALSE,6,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05228,1649,2020,157,RB    ,AN ACT CONCERNING THE COMMERCIAL PROPERTY ASSESSED CLEAN ENERGY PROGRAM.,To expand the definition of energy improvements to include zero-emission vehicle refueling infrastructure and resiliency measures and to exempt these expansions from the savings-to-investments ratio and to permit direct assignment of liens to third-party capital providers.,FALSE,TRUE,FALSE,FALSE,FALSE,9,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05229,674,2020,157,PB    ,AN ACT ELIMINATING THE QUALIFYING INCOME THRESHOLDS FOR THE SOCIAL SECURITY BENEFITS DEDUCTION UNDER THE PERSONAL INCOME TAX.,To eliminate the qualifying income thresholds for the Social Security benefits deduction under the personal income tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05230,761,2020,157,PB    ,AN ACT ELIMINATING THE ESTATE AND GIFT TAXES.,To eliminate the estate and gift taxes.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05231,675,2020,157,PB    ,AN ACT EXCLUDING COIN-OPERATED CAR WASHES FROM THE SALES TAX.,To exclude coin-operated car washes from the sales tax.,FALSE,FALSE,TRUE,FALSE,FALSE,1,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05232,1626,2020,157,RB    ,AN ACT CONCERNING A MINIMUM BASE RATE FOR METHADONE MAINTENANCE TREATMENT.,To eliminate requirements that payment rates be tied to performance measures.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05233,1566,2020,157,RB    ,AN ACT CONCERNING PAYMENTS TO PROVIDERS OF SOCIAL SERVICES.,To ensure adequate payment to providers of social services to ensure access to quality care and integrate peer support services for behavioral health into the Medicaid program.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05234,1568,2020,157,RB    ,AN ACT CONCERNING THE AUTISM SPECTRUM DISORDER ADVISORY COUNCIL.,To add persons with autism spectrum disorder or their parents as chairpersons of the Autism Spectrum Disorder Advisory Council.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05235,1664,2020,157,RB    ,AN ACT CONCERNING NURSING FACILITY REIMBURSEMENT.,To implement an acuity-based payment reimbursement system under the medical assistance program for nursing facilities.,FALSE,TRUE,FALSE,FALSE,FALSE,41,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05236,1455,2020,157,RB    ,AN ACT CONCERNING THE TRANSITION TO A MEDICAID NURSING HOME FACILITY CASE MIX PAYMENT SYSTEM.,"To ensure the transition to a new Medicaid payment system for nursing home facilities is equitable, efficient and adequately funded.",FALSE,TRUE,FALSE,FALSE,FALSE,7,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05237,1307,2020,157,RB    ,AN ACT CONCERNING THE DEPARTMENT OF HOUSING.,To make a technical change to a provision concerning the Department of Housing.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05238,1632,2020,157,RB    ,AN ACT CONCERNING PROPERTY TAX ABATEMENT FOR FIRST-TIME HOMEOWNERS WHO OBTAIN A LOAN FROM THE CONNECTICUT HOUSING FINANCE AUTHORITY.,To authorize municipalities to abate up to five hundred dollars per assessment year of property taxes for certain first-time homebuyers obtaining a loan from the Connecticut Housing Finance Authority.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05239,1290,2020,157,RB    ,AN ACT CONCERNING PAYMENTS IN LIEU OF TAXES FOR STATE HOUSING AUTHORITY PROPERTIES.,To provide municipalities with payment in lieu of taxes for state housing authority properties.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05240,1367,2020,157,RB    ,AN ACT CONCERNING REQUIREMENTS FOR NEW CONSTRUCTION OF AFFORDABLE HOUSING.,"To require new construction of affordable housing developments to comply with additional accessibility, lighting and renewable energy requirements.",FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05241,1434,2020,157,RB    ,AN ACT CONCERNING CERTIFICATES OF OCCUPANCY FOR RENTAL PROPERTIES.,To improve enforcement of code requirements in rental properties by restoring the prohibition on rent collection without a certificate of occupancy.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05242,1481,2020,157,RB    ,AN ACT CONCERNING THE RISK OF HOMELESSNESS FOR THOSE RELEASED FROM THE CUSTODY OF THE DEPARTMENT OF CORRECTION.,To require the Department of Correction to assess the risk of homelessness for incarcerated persons released from its custody and to create a program to address such homelessness and to require additional reports to measure the extent of such homelessness.,FALSE,TRUE,FALSE,FALSE,FALSE,5,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05243,1266,2020,157,RB    ,AN ACT CONCERNING BONDS OF BOARD MEMBERS AND OTHER EMPLOYEES OF THE CONNECTICUT HOUSING FINANCE AUTHORITY.,To permit the board members and other employees of the Connecticut Housing Finance Authority to obtain an equivalent insurance product in lieu of a surety bond.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05244,1276,2020,157,RB    ,AN ACT CONCERNING ADDITIONAL HOUSING PROTECTIONS FOR A VICTIM OF FAMILY VIOLENCE OR SEXUAL ASSAULT.,To allow a person who has a valid order of protection to request that such person's landlord change the locks to the person's dwelling unit.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05245,1274,2020,157,RB    ,AN ACT INCREASING THE PERMISSIBLE AMOUNT OF SECURITY DEPOSIT A LANDLORD MAY CHARGE.,To permit a landlord to require a tenant pay a security deposit of up to three months' rent.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05246,1285,2020,157,RB    ,AN ACT CONCERNING A STUDY OF FAIR SHARE HOUSING.,To require the Commissioner of Housing to study the New Jersey Fair Housing Act to determine the feasibility of implementing provisions of said act in the state.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05247,1033,2020,157,RB    ,AN ACT CONCERNING EXPLANATIONS OF BENEFITS.,"To require health insurers that deliver, issue for delivery, renew, amend or continue certain health insurance policies in this state to issue explanations of benefits to consumers in certain circumstances, disclose information concerning explanations of benefits to consumers, and require that explanations of benefits be maintained as confidential in certain circumstances.",FALSE,TRUE,FALSE,FALSE,FALSE,6,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05248,1013,2020,157,RB    ,AN ACT ESTABLISHING A TASK FORCE TO STUDY HEALTH INSURANCE COVERAGE FOR PEER SUPPORT SERVICES IN THIS STATE.,To establish a task force to study health insurance coverage for peer support services in this state.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05249,1235,2020,157,RB    ,"AN ACT CONCERNING DENTAL INSURANCE COVERAGE FOR CHILDREN, STEPCHILDREN AND OTHER DEPENDENT CHILDREN.","To allow children, stepchildren and other dependent children to retain dental insurance coverage under their parents' insurance policies until they attain the age of twenty-six or obtain substitute coverage through an employer.",FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05250,956,2020,157,RB    ,AN ACT PROHIBITING REQUIREMENTS FOR PRESCRIBING CLINICALLY INAPPROPRIATE QUANTITIES OF OUTPATIENT PSYCHOTROPIC DRUGS.,"To prohibit health insurance policies providing coverage for outpatient prescription drugs, and mental health care benefits provided under state law, with state funds or to state employees, from requiring a prescribing health care provider to prescribe an outpatient psychotropic drug in a quantity that such provider deems clinically inappropriate.",FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05251,960,2020,157,RB    ,AN ACT ESTABLISHING A TASK FORCE TO STUDY HEALTH INSURANCE COVERAGE FOR UNDOCUMENTED IMMIGRANTS IN THIS STATE.,To establish a task force to study health insurance coverage for undocumented immigrants in this state.,FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05252,1038,2020,157,RB    ,AN ACT PROHIBITING CERTAIN VEHICLE STORAGE AGREEMENTS AS A PRECONDITION TO VEHICLE TOWING.,To prohibit a wrecker from requiring a vehicle owner to contract for more than twenty-four hours of vehicle storage as a precondition to towing the owner's vehicle.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05253,1237,2020,157,RB    ,"AN ACT CONCERNING DENTAL AND VISION INSURANCE COVERAGE FOR CHILDREN, STEPCHILDREN AND OTHER DEPENDENT CHILDREN.","To allow children, stepchildren and other dependent children to retain dental and vision insurance coverage under their parents' insurance policies until they attain the age of twenty-six or obtain substitute coverage through an employer.",FALSE,TRUE,FALSE,FALSE,FALSE,3,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05254,1226,2020,157,RB    ,AN ACT REQUIRING HEALTH INSURANCE COVERAGE FOR MEDICATION-ASSISTED TREATMENT FOR OPIOID USE DISORDER.,To require health insurance coverage for medication-assisted treatment for opioid use disorder.,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05255,1241,2020,157,RB    ,AN ACT CONCERNING LIVING ORGAN DONOR INSURANCE DISCRIMINATION.,"To (1) prohibit certain insurers from discriminating against any individual solely because such individual is a living organ donor, and (2) provide that such discrimination constitutes a violation of the Connecticut Unfair Insurance Practices Act.",FALSE,TRUE,FALSE,FALSE,FALSE,15,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
HB05256,1153,2020,157,RB    ,AN ACT CONCERNING REQUIRED HEALTH INSURANCE COVERAGE FOR DETOXIFICATION AND SUBSTANCE ABUSE SERVICES.,To modify required health insurance coverage for detoxification and substance abuse services.,FALSE,TRUE,FALSE,FALSE,FALSE,4,,,2020-02-19 00:00:00,2020-02-20 00:00:00,,0, ,,
